timestamp(ms),RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,StprPos,mGyA,RawGA,RwGyA,SmRCA,SmyA,awGyA,SmRrC,
"1666701851,381","1,73",,,,,,,,,,,,,
"1666701851,389","1,73","6,2",,,,,,,,,,,,
"1666701851,392",,,"1,73","1,73",,,,,,,,,,
"1666701851,395",,,,,"1,71",,,,,,,,,
"1666701851,4","1,73",,,,,,,,,,,,,
"1666701851,41","1,73",,,,,,,,,,,,,
"1666701851,42","1,73",,,,,,,,,,,,,
"1666701851,431","1,73",,,,,,,,,,,,,
"1666701851,44","1,73",,,,,,,,,,,,,
"1666701851,449","1,73","6,19",,,,,,,,,,,,
"1666701851,452",,,"1,73","1,73",,,,,,,,,,
"1666701851,455",,,,,"1,71",,,,,,,,,
"1666701851,461","1,73",,,,,,,,,,,,,
"1666701851,47","1,73",,,,,,,,,,,,,
"1666701851,481","1,73",,,,,,,,,,,,,
"1666701851,491","1,73",,,,,,,,,,,,,
"1666701851,501","1,73",,,,,,,,,,,,,
"1666701851,509","1,73","6,19",,,,,,,,,,,,
"1666701851,512",,,"1,73","1,73",,,,,,,,,,
"1666701851,515",,,,,"1,71",,,,,,,,,
"1666701851,52","1,73",,,,,,,,,,,,,
"1666701851,53","1,73",,,,,,,,,,,,,
"1666701851,54","1,73",,,,,,,,,,,,,
"1666701851,55","1,73",,,,,,,,,,,,,
"1666701851,56","1,73",,,,,,,,,,,,,
"1666701851,569","1,73","6,19",,,,,,,,,,,,
"1666701851,572",,,"1,73","1,73",,,,,,,,,,
"1666701851,575",,,,,"1,71",,,,,,,,,
"1666701851,58","1,73",,,,,,,,,,,,,
"1666701851,59","1,73",,,,,,,,,,,,,
"1666701851,6","1,73",,,,,,,,,,,,,
"1666701851,611","1,73",,,,,,,,,,,,,
"1666701851,621","1,73",,,,,,,,,,,,,
"1666701851,629","1,73","6,19",,,,,,,,,,,,
"1666701851,632",,,"1,73","1,73",,,,,,,,,,
"1666701851,635",,,,,"1,71",,,,,,,,,
"1666701851,64","1,73",,,,,,,,,,,,,
"1666701851,65","1,73",,,,,,,,,,,,,
"1666701851,66","1,73",,,,,,,,,,,,,
"1666701851,671","1,74",,,,,,,,,,,,,
"1666701851,681","1,74",,,,,,,,,,,,,
"1666701851,69","1,74","6,19",,,,,,,,,,,,
"1666701851,692",,,"1,74","1,73",,,,,,,,,,
"1666701851,695",,,,,"1,72",,,,,,,,,
"1666701851,7","1,74",,,,,,,,,,,,,
"1666701851,71","1,74",,,,,,,,,,,,,
"1666701851,72","1,74",,,,,,,,,,,,,
"1666701851,73","1,73",,,,,,,,,,,,,
"1666701851,74","1,73",,,,,,,,,,,,,
"1666701851,749","1,73","6,19",,,,,,,,,,,,
"1666701851,752",,,"1,73","1,73",,,,,,,,,,
"1666701851,755",,,,,"1,72",,,,,,,,,
"1666701851,76","1,73",,,,,,,,,,,,,
"1666701851,77","1,73",,,,,,,,,,,,,
"1666701851,781","1,73",,,,,,,,,,,,,
"1666701851,79","1,74",,,,,,,,,,,,,
"1666701851,8","1,74",,,,,,,,,,,,,
"1666701851,809","1,74","6,19",,,,,,,,,,,,
"1666701851,812",,,"1,74",,,,,,,,"1,73",,,
"1666701851,815",,,,,"1,72",,,,,,,,,
"1666701851,82","1,74",,,,,,,,,,,,,
"1666701851,83","1,74",,,,,,,,,,,,,
"1666701851,84","1,74",,,,,,,,,,,,,
"1666701851,85","1,74",,,,,,,,,,,,,
"1666701851,861","1,73",,,,,,,,,,,,,
"1666701851,869","1,73","6,19",,,,,,,,,,,,
"1666701851,872",,,"1,73",,,,"1,73",,,,,,,
"1666701851,875",,,,,"1,72",,,,,,,,,
"1666701851,88","1,73",,,,,,,,,,,,,
"1666701851,89","1,73",,,,,,,,,,,,,
"1666701851,9","1,73",,,,,,,,,,,,,
"1666701851,91","1,73",,,,,,,,,,,,,
"1666701851,921","1,73",,,,,,,,,,,,,
"1666701851,929","1,73","6,19",,,,,,,,,,,,
"1666701851,932",,,"1,73","1,73",,,,,,,,,,
"1666701851,935",,,,,"1,72",,,,,,,,,
"1666701851,94","1,73",,,,,,,,,,,,,
"1666701851,95","1,73",,,,,,,,,,,,,
"1666701851,96","1,74",,,,,,,,,,,,,
"1666701851,97","1,74",,,,,,,,,,,,,
"1666701851,98","1,74",,,,,,,,,,,,,
"1666701851,989",,,,,,,,,,,,"1,74",,
"1666701851,992",,,"1,74","1,73",,,,,,,,,,
"1666701851,995",,,,,"1,72",,,,,,,,,
"1666701852,003",,,,,,"4,24",,,,,,,,
"1666701852,01","1,74",,,,,,,,,,,,,
"1666701852,02","1,74",,,,,,,,,,,,,
"1666701852,03","1,74",,,,,,,,,,,,,
"1666701852,04","1,74",,,,,,,,,,,,,
"1666701852,051","1,74",,,,,,,,,,,,,
"1666701852,059","1,73","6,17",,,,,,,,,,,,
"1666701852,062",,,"1,73","1,73",,,,,,,,,,
"1666701852,065",,,,,"1,72",,,,,,,,,
"1666701852,07","1,74",,,,,,,,,,,,,
"1666701852,08","1,73",,,,,,,,,,,,,
"1666701852,09","1,73",,,,,,,,,,,,,
"1666701852,1","1,73",,,,,,,,,,,,,
"1666701852,11","1,73",,,,,,,,,,,,,
"1666701852,119","1,73","6,15",,,,,,,,,,,,
"1666701852,122",,,"1,73","1,73",,,,,,,,,,
"1666701852,125",,,,,"1,72",,,,,,,,,
"1666701852,134",,,,,,"4,18",,,,,,,,
"1666701852,14","1,73",,,,,,,,,,,,,
"1666701852,15","1,73",,,,,,,,,,,,,
"1666701852,16","1,73",,,,,,,,,,,,,
"1666701852,17","1,73",,,,,,,,,,,,,
"1666701852,18","1,73",,,,,,,,,,,,,
"1666701852,189","1,73","6,13",,,,,,,,,,,,
"1666701852,191",,,"1,73","1,73",,,,,,,,,,
"1666701852,195",,,,,"1,72",,,,,,,,,
"1666701852,2","1,73",,,,,,,,,,,,,
"1666701852,21","1,73",,,,,,,,,,,,,
"1666701852,22","1,73",,,,,,,,,,,,,
"1666701852,23","1,73",,,,,,,,,,,,,
"1666701852,24","1,73",,,,,,,,,,,,,
"1666701852,249","1,73","6,11",,,,,,,,,,,,
"1666701852,252",,,"1,73","1,73",,,,,,,,,,
"1666701852,255",,,,,"1,72",,,,,,,,,
"1666701852,267",,,,,,"4,1",,,,,,,,
"1666701852,28","1,73",,,,,,,,,,,,,
"1666701852,291","1,73",,,,,,,,,,,,,
"1666701852,3","1,73",,,,,,,,,,,,,
"1666701852,31","1,73",,,,,,,,,,,,,
"1666701852,319","1,73","6,09",,,,,,,,,,,,
"1666701852,322",,,"1,73","1,73",,,,,,,,,,
"1666701852,325",,,,,"1,72",,,,,,,,,
"1666701852,33","1,73",,,,,,,,,,,,,
"1666701852,34","1,73",,,,,,,,,,,,,
"1666701852,35","1,73",,,,,,,,,,,,,
"1666701852,36","1,73",,,,,,,,,,,,,
"1666701852,37","1,73",,,,,,,,,,,,,
"1666701852,379","1,73","6,07",,,,,,,,,,,,
"1666701852,382",,,"1,73","1,73",,,,,,,,,,
"1666701852,385",,,,,"1,72",,,,,,,,,
"1666701852,395",,,,,,"4,04",,,,,,,,
"1666701852,41","1,73",,,,,,,,,,,,,
"1666701852,42","1,73",,,,,,,,,,,,,
"1666701852,43","1,73",,,,,,,,,,,,,
"1666701852,44","1,73",,,,,,,,,,,,,
"1666701852,449","1,73","6,06",,,,,,,,,,,,
"1666701852,452",,,"1,73","1,73",,,,,,,,,,
"1666701852,455",,,,,"1,72",,,,,,,,,
"1666701852,46","1,73",,,,,,,,,,,,,
"1666701852,47","1,72",,,,,,,,,,,,,
"1666701852,48","1,73",,,,,,,,,,,,,
"1666701852,49","1,73",,,,,,,,,,,,,
"1666701852,5","1,73",,,,,,,,,,,,,
"1666701852,509","1,73","6,04",,,,,,,,,,,,
"1666701852,512",,,"1,73","1,73",,,,,,,,,,
"1666701852,515",,,,,"1,72",,,,,,,,,
"1666701852,524",,,,,,"3,98",,,,,,,,
"1666701852,53","1,73",,,,,,,,,,,,,
"1666701852,54","1,73",,,,,,,,,,,,,
"1666701852,55","1,73",,,,,,,,,,,,,
"1666701852,56","1,73",,,,,,,,,,,,,
"1666701852,57","1,73",,,,,,,,,,,,,
"1666701852,579","1,73","6,02",,,,,,,,,,,,
"1666701852,582",,,"1,73","1,73",,,,,,,,,,
"1666701852,585",,,,,"1,72",,,,,,,,,
"1666701852,59","1,73",,,,,,,,,,,,,
"1666701852,6","1,73",,,,,,,,,,,,,
"1666701852,61","1,72",,,,,,,,,,,,,
"1666701852,62","1,72",,,,,,,,,,,,,
"1666701852,63","1,72",,,,,,,,,,,,,
"1666701852,639","1,73","6,01",,,,,,,,,,,,
"1666701852,641",,,"1,73","1,73",,,,,,,,,,
"1666701852,645",,,,,"1,72",,,,,,,,,
"1666701852,653",,,,,,"3,93",,,,,,,,
"1666701852,66","1,73",,,,,,,,,,,,,
"1666701852,67","1,73",,,,,,,,,,,,,
"1666701852,68","1,73",,,,,,,,,,,,,
"1666701852,69",,,,,,,,,,,,"1,73",,
"1666701852,7","1,73",,,,,,,,,,,,,
"1666701852,709","1,73","6",,,,,,,,,,,,
"1666701852,712",,,"1,73","1,73",,,,,,,,,,
"1666701852,715",,,,,"1,72",,,,,,,,,
"1666701852,72","1,73",,,,,,,,,,,,,
"1666701852,73","1,73",,,,,,,,,,,,,
"1666701852,74","1,73",,,,,,,,,,,,,
"1666701852,75","1,73",,,,,,,,,,,,,
"1666701852,76","1,73",,,,,,,,,,,,,
"1666701852,769","1,72","5,98",,,,,,,,,,,,
"1666701852,771",,,"1,72",,,,,,,,,,,
"1666701852,772",,,,"1,73",,,,,,,,,,
"1666701852,775",,,,,"1,72",,,,,,,,,
"1666701852,78","1,72",,,,,,,,,,,,,
"1666701852,79","1,72",,,,,,,,,,,,,
"1666701852,8","1,72",,,,,,,,,,,,,
"1666701852,81","1,73",,,,,,,,,,,,,
"1666701852,82","1,73",,,,,,,,,,,,,
"1666701852,829","1,73","5,97",,,,,,,,,,,,
"1666701852,831",,,"1,73",,,,,,,,,,,
"1666701852,832",,,,"1,73",,,,,,,,,,
"1666701852,835",,,,,"1,72",,,,,,,,,
"1666701852,846",,,,,,"3,86",,,,,,,,
"1666701852,86","1,72",,,,,,,,,,,,,
"1666701852,87","1,72",,,,,,,,,,,,,
"1666701852,88","1,72",,,,,,,,,,,,,
"1666701852,89","1,72",,,,,,,,,,,,,
"1666701852,899","1,72","5,96",,,,,,,,,,,,
"1666701852,901",,,"1,72","1,73",,,,,,,,,,
"1666701852,905",,,,,"1,72",,,,,,,,,
"1666701852,91","1,72",,,,,,,,,,,,,
"1666701852,92","1,72",,,,,,,,,,,,,
"1666701852,93","1,72",,,,,,,,,,,,,
"1666701852,94","1,72",,,,,,,,,,,,,
"1666701852,95","1,72",,,,,,,,,,,,,
"1666701852,959","1,72","5,94",,,,,,,,,,,,
"1666701852,961",,,"1,72","1,72",,,,,,,,,,
"1666701852,965",,,,,"1,72",,,,,,,,,
"1666701852,97","1,72",,,,,,,,,,,,,
"1666701852,98","1,72",,,,,,,,,,,,,
"1666701852,99","1,72",,,,,,,,,,,,,
"1666701853","1,72",,,,,,,,,,,,,
"1666701853,01","1,72",,,,,,,,,,,,,
"1666701853,018","1,72",,,,,,,,,,,,,
"1666701853,019",,"5,93",,,,,,,,,,,,
"1666701853,021",,,"1,72","1,72",,,,,,,,,,
"1666701853,025",,,,,"1,72",,,,,,,,,
"1666701853,034",,,,,,"3,79",,,,,,,,
"1666701853,049","1,72",,,,,,,,,,,,,
"1666701853,06","1,72",,,,,,,,,,,,,
"1666701853,07","1,72",,,,,,,,,,,,,
"1666701853,08","1,72",,,,,,,,,,,,,
"1666701853,089","1,72","5,93",,,,,,,,,,,,
"1666701853,091",,,"1,72","1,72",,,,,,,,,,
"1666701853,095",,,,,"1,72",,,,,,,,,
"1666701853,1","1,72",,,,,,,,,,,,,
"1666701853,11","1,72",,,,,,,,,,,,,
"1666701853,119","1,72",,,,,,,,,,,,,
"1666701853,13","1,72",,,,,,,,,,,,,
"1666701853,14","1,72",,,,,,,,,,,,,
"1666701853,149","1,72","5,93",,,,,,,,,,,,
"1666701853,151",,,"1,72","1,72",,,,,,,,,,
"1666701853,155",,,,,"1,72",,,,,,,,,
"1666701853,159","1,72",,,,,,,,,,,,,
"1666701853,17","1,72",,,,,,,,,,,,,
"1666701853,179","1,72",,,,,,,,,,,,,
"1666701853,19","1,72",,,,,,,,,,,,,
"1666701853,199","1,72",,,,,,,,,,,,,
"1666701853,209","1,73","5,94",,,,,,,,,,,,
"1666701853,211",,,"1,73","1,72",,,,,,,,,,
"1666701853,215",,,,,"1,72",,,,,,,,,
"1666701853,219","1,73",,,,,,,,,,,,,
"1666701853,23","1,73",,,,,,,,,,,,,
"1666701853,239","1,73",,,,,,,,,,,,,
"1666701853,25","1,73",,,,,,,,,,,,,
"1666701853,259","1,73",,,,,,,,,,,,,
"1666701853,268","1,73","5,95",,,,,,,,,,,,
"1666701853,271",,,"1,73","1,73",,,,,,,,,,
"1666701853,275",,,,,"1,72",,,,,,,,,
"1666701853,28","1,73",,,,,,,,,,,,,
"1666701853,29","1,73",,,,,,,,,,,,,
"1666701853,3","1,73",,,,,,,,,,,,,
"1666701853,31","1,73",,,,,,,,,,,,,
"1666701853,319","1,73",,,,,,,,,,,,,
"1666701853,328","1,72","5,96",,,,,,,,,,,,
"1666701853,331",,,"1,72","1,73",,,,,,,,,,
"1666701853,335",,,,,"1,72",,,,,,,,,
"1666701853,343",,,,,,"3,85",,,,,,,,
"1666701853,35","1,72",,,,,,,,,,,,,
"1666701853,36","1,73",,,,,,,,,,,,,
"1666701853,369","1,73",,,,,,,,,,,,,
"1666701853,38","1,73",,,,,,,,,,,,,
"1666701853,39","1,73",,,,,,,,,,,,,
"1666701853,398","1,73","5,97",,,,,,,,,,,,
"1666701853,401",,,"1,73","1,73",,,,,,,,,,
"1666701853,404",,,,,"1,72",,,,,,,,,
"1666701853,409","1,73",,,,,,,,,,,,,
"1666701853,419","1,73",,,,,,,,,,,,,
"1666701853,429","1,73",,,,,,,,,,,,,
"1666701853,439","1,73",,,,,,,,,,,,,
"1666701853,45","1,73",,,,,,,,,,,,,
"1666701853,458","1,73","5,98",,,,,,,,,,,,
"1666701853,461",,,"1,73","1,73",,,,,,,,,,
"1666701853,464",,,,,"1,72",,,,,,,,,
"1666701853,47","1,73",,,,,,,,,,,,,
"1666701853,479","1,73",,,,,,,,,,,,,
"1666701853,489","1,73",,,,,,,,,,,,,
"1666701853,5","1,73",,,,,,,,,,,,,
"1666701853,51","1,73",,,,,,,,,,,,,
"1666701853,518","1,73","5,99",,,,,,,,,,,,
"1666701853,521",,,"1,73","1,73",,,,,,,,,,
"1666701853,525",,,,,"1,72",,,,,,,,,
"1666701853,532",,,,,,"3,9",,,,,,,,
"1666701853,539","1,73",,,,,,,,,,,,,
"1666701853,549","1,73",,,,,,,,,,,,,
"1666701853,559","1,73",,,,,,,,,,,,,
"1666701853,57","1,73",,,,,,,,,,,,,
"1666701853,579","1,73",,,,,,,,,,,,,
"1666701853,588","1,73","6",,,,,,,,,,,,
"1666701853,591",,,"1,73","1,73",,,,,,,,,,
"1666701853,594",,,,,"1,72",,,,,,,,,
"1666701853,599","1,73",,,,,,,,,,,,,
"1666701853,609","1,73",,,,,,,,,,,,,
"1666701853,619","1,73",,,,,,,,,,,,,
"1666701853,629","1,73",,,,,,,,,,,,,
"1666701853,639","1,73",,,,,,,,,,,,,
"1666701853,648","1,73","6,01",,,,,,,,,,,,
"1666701853,651",,,"1,73","1,73",,,,,,,,,,
"1666701853,654",,,,,"1,72",,,,,,,,,
"1666701853,659","1,73",,,,,,,,,,,,,
"1666701853,669","1,73",,,,,,,,,,,,,
"1666701853,679","1,73",,,,,,,,,,,,,
"1666701853,689","1,73",,,,,,,,,,,,,
"1666701853,7","1,73",,,,,,,,,,,,,
"1666701853,708","1,73","6,02",,,,,,,,,,,,
"1666701853,711",,,"1,73","1,73",,,,,,,,,,
"1666701853,714",,,,,"1,72",,,,,,,,,
"1666701853,719","1,72",,,,,,,,,,,,,
"1666701853,73","1,72",,,,,,,,,,,,,
"1666701853,739","1,72",,,,,,,,,,,,,
"1666701853,75","1,72",,,,,,,,,,,,,
"1666701853,759","1,72",,,,,,,,,,,,,
"1666701853,768","1,72","6,02",,,,,,,,,,,,
"1666701853,771",,,"1,72","1,73",,,,,,,,,,
"1666701853,774",,,,,"1,72",,,,,,,,,
"1666701853,783",,,,,,"3,95",,,,,,,,
"1666701853,789","1,72",,,,,,,,,,,,,
"1666701853,799","1,72",,,,,,,,,,,,,
"1666701853,809","1,72",,,,,,,,,,,,,
"1666701853,82","1,72",,,,,,,,,,,,,
"1666701853,83","1,72",,,,,,,,,,,,,
"1666701853,838","1,72","6,03",,,,,,,,,,,,
"1666701853,841",,,"1,72","1,72",,,,,,,,,,
"1666701853,844",,,,,"1,72",,,,,,,,,
"1666701853,849","1,72",,,,,,,,,,,,,
"1666701853,859","1,72",,,,,,,,,,,,,
"1666701853,869","1,72",,,,,,,,,,,,,
"1666701853,879","1,72",,,,,,,,,,,,,
"1666701853,889","1,72",,,,,,,,,,,,,
"1666701853,898","1,72","6,04",,,,,,,,,,,,
"1666701853,901",,,"1,72","1,72",,,,,,,,,,
"1666701853,904",,,,,"1,72",,,,,,,,,
"1666701853,909","1,72",,,,,,,,,,,,,
"1666701853,919","1,72",,,,,,,,,,,,,
"1666701853,929","1,72",,,,,,,,,,,,,
"1666701853,939","1,72",,,,,,,,,,,,,
"1666701853,949","1,72",,,,,,,,,,,,,
"1666701853,958","1,72","6,05",,,,,,,,,,,,
"1666701853,961",,,"1,72","1,72",,,,,,,,,,
"1666701853,964",,,,,"1,72",,,,,,,,,
"1666701853,969","1,72",,,,,,,,,,,,,
"1666701853,979","1,72",,,,,,,,,,,,,
"1666701853,989","1,72",,,,,,,,,,,,,
"1666701853,999","1,72",,,,,,,,,,,,,
"1666701854,009","1,72",,,,,,,,,,,,,
"1666701854,018","1,72","6,05",,,,,,,,,,,,
"1666701854,021",,,"1,72","1,72",,,,,,,,,,
"1666701854,024",,,,,"1,72",,,,,,,,,
"1666701854,029","1,72",,,,,,,,,,,,,
"1666701854,039","1,72",,,,,,,,,,,,,
"1666701854,05","1,72",,,,,,,,,,,,,
"1666701854,059","1,73",,,,,,,,,,,,,
"1666701854,069","1,72",,,,,,,,,,,,,
"1666701854,078","1,73","6,06",,,,,,,,,,,,
"1666701854,081",,,"1,73","1,72",,,,,,,,,,
"1666701854,084",,,,,"1,72",,,,,,,,,
"1666701854,093",,,,,,"4,01",,,,,,,,
"1666701854,099","1,73",,,,,,,,,,,,,
"1666701854,11","1,73",,,,,,,,,,,,,
"1666701854,119","1,73",,,,,,,,,,,,,
"1666701854,129","1,73",,,,,,,,,,,,,
"1666701854,139","1,73",,,,,,,,,,,,,
"1666701854,148","1,73","6,07",,,,,,,,,,,,
"1666701854,151",,,"1,73","1,73",,,,,,,,,,
"1666701854,154",,,,,"1,72",,,,,,,,,
"1666701854,159","1,73",,,,,,,,,,,,,
"1666701854,169","1,73",,,,,,,,,,,,,
"1666701854,179","1,73",,,,,,,,,,,,,
"1666701854,189","1,73",,,,,,,,,,,,,
"1666701854,199","1,73",,,,,,,,,,,,,
"1666701854,208","1,73","6,07",,,,,,,,,,,,
"1666701854,211",,,"1,73","1,73",,,,,,,,,,
"1666701854,214",,,,,"1,72",,,,,,,,,
"1666701854,219","1,73",,,,,,,,,,,,,
"1666701854,229","1,73",,,,,,,,,,,,,
"1666701854,239","1,73",,,,,,,,,,,,,
"1666701854,249","1,73",,,,,,,,,,,,,
"1666701854,259","1,73",,,,,,,,,,,,,
"1666701854,268","1,73","6,08",,,,,,,,,,,,
"1666701854,27",,,"1,73",,,,,,,,,,,
"1666701854,271",,,,"1,73",,,,,,,,,,
"1666701854,274",,,,,"1,72",,,,,,,,,
"1666701854,279","1,73",,,,,,,,,,,,,
"1666701854,289","1,73",,,,,,,,,,,,,
"1666701854,299","1,73",,,,,,,,,,,,,
"1666701854,309","1,73",,,,,,,,,,,,,
"1666701854,319","1,73",,,,,,,,,,,,,
"1666701854,328","1,73","6,09",,,,,,,,,,,,
"1666701854,33",,,"1,73","1,73",,,,,,,,,,
"1666701854,334",,,,,"1,72",,,,,,,,,
"1666701854,341",,,,,,"4,05",,,,,,,,
"1666701854,349","1,73",,,,,,,,,,,,,
"1666701854,359","1,73",,,,,,,,,,,,,
"1666701854,369","1,73",,,,,,,,,,,,,
"1666701854,379","1,73",,,,,,,,,,,,,
"1666701854,389","1,73",,,,,,,,,,,,,
"1666701854,398","1,73","6,09",,,,,,,,,,,,
"1666701854,4",,,"1,73","1,73",,,,,,,,,,
"1666701854,404",,,,,"1,72",,,,,,,,,
"1666701854,409","1,73",,,,,,,,,,,,,
"1666701854,419","1,73",,,,,,,,,,,,,
"1666701854,429","1,73",,,,,,,,,,,,,
"1666701854,439","1,73",,,,,,,,,,,,,
"1666701854,449","1,72",,,,,,,,,,,,,
"1666701854,458","1,72","6,1",,,,,,,,,,,,
"1666701854,46",,,"1,72","1,73",,,,,,,,,,
"1666701854,464",,,,,"1,72",,,,,,,,,
"1666701854,469","1,72",,,,,,,,,,,,,
"1666701854,479","1,72",,,,,,,,,,,,,
"1666701854,49","1,72",,,,,,,,,,,,,
"1666701854,499","1,72",,,,,,,,,,,,,
"1666701854,51","1,72",,,,,,,,,,,,,
"1666701854,518","1,72","6,1",,,,,,,,,,,,
"1666701854,521",,,"1,72","1,72",,,,,,,,,,
"1666701854,524",,,,,"1,72",,,,,,,,,
"1666701854,529","1,72",,,,,,,,,,,,,
"1666701854,539","1,72",,,,,,,,,,,,,
"1666701854,549","1,72",,,,,,,,,,,,,
"1666701854,559","1,72",,,,,,,,,,,,,
"1666701854,569","1,72",,,,,,,,,,,,,
"1666701854,578","1,72","6,11",,,,,,,,,,,,
"1666701854,581",,,"1,72","1,72",,,,,,,,,,
"1666701854,584",,,,,"1,72",,,,,,,,,
"1666701854,589","1,72",,,,,,,,,,,,,
"1666701854,599","1,72",,,,,,,,,,,,,
"1666701854,609","1,72",,,,,,,,,,,,,
"1666701854,62","1,72",,,,,,,,,,,,,
"1666701854,629","1,72",,,,,,,,,,,,,
"1666701854,638","1,72","6,11",,,,,,,,,,,,
"1666701854,641",,,"1,72","1,72",,,,,,,,,,
"1666701854,644",,,,,"1,72",,,,,,,,,
"1666701854,649","1,72",,,,,,,,,,,,,
"1666701854,659","1,72",,,,,,,,,,,,,
"1666701854,669","1,72",,,,,,,,,,,,,
"1666701854,679","1,72",,,,,,,,,,,,,
"1666701854,689","1,72",,,,,,,,,,,,,
"1666701854,698","1,72","6,12",,,,,,,,,,,,
"1666701854,701",,,"1,72","1,72",,,,,,,,,,
"1666701854,704",,,,,"1,72",,,,,,,,,
"1666701854,709","1,72",,,,,,,,,,,,,
"1666701854,719","1,72",,,,,,,,,,,,,
"1666701854,729","1,72",,,,,,,,,,,,,
"1666701854,739","1,72",,,,,,,,,,,,,
"1666701854,749","1,72",,,,,,,,,,,,,
"1666701854,758","1,72","6,12",,,,,,,,,,,,
"1666701854,761",,,"1,72","1,72",,,,,,,,,,
"1666701854,764",,,,,"1,72",,,,,,,,,
"1666701854,773",,,,,,"4,11",,,,,,,,
"1666701854,779","1,72",,,,,,,,,,,,,
"1666701854,789","1,72",,,,,,,,,,,,,
"1666701854,799","1,72",,,,,,,,,,,,,
"1666701854,809","1,72",,,,,,,,,,,,,
"1666701854,819","1,72",,,,,,,,,,,,,
"1666701854,828","1,72","6,13",,,,,,,,,,,,
"1666701854,831",,,"1,72","1,72",,,,,,,,,,
"1666701854,834",,,,,"1,72",,,,,,,,,
"1666701854,839","1,72",,,,,,,,,,,,,
"1666701854,849","1,72",,,,,,,,,,,,,
"1666701854,859","1,72",,,,,,,,,,,,,
"1666701854,869","1,72",,,,,,,,,,,,,
"1666701854,879","1,72",,,,,,,,,,,,,
"1666701854,888","1,72","6,13",,,,,,,,,,,,
"1666701854,891",,,"1,72","1,72",,,,,,,,,,
"1666701854,894",,,,,"1,72",,,,,,,,,
"1666701854,899","1,72",,,,,,,,,,,,,
"1666701854,909","1,72",,,,,,,,,,,,,
"1666701854,92","1,72",,,,,,,,,,,,,
"1666701854,929","1,72",,,,,,,,,,,,,
"1666701854,939","1,72",,,,,,,,,,,,,
"1666701854,948","1,72","6,14",,,,,,,,,,,,
"1666701854,951",,,"1,72","1,72",,,,,,,,,,
"1666701854,954",,,,,"1,72",,,,,,,,,
"1666701854,959","1,72",,,,,,,,,,,,,
"1666701854,969","1,72",,,,,,,,,,,,,
"1666701854,98","1,72",,,,,,,,,,,,,
"1666701854,989","1,72",,,,,,,,,,,,,
"1666701854,999","1,72",,,,,,,,,,,,,
"1666701855,008","1,72","6,14",,,,,,,,,,,,
"1666701855,011",,,"1,72","1,72",,,,,,,,,,
"1666701855,014",,,,,"1,72",,,,,,,,,
"1666701855,019","1,72",,,,,,,,,,,,,
"1666701855,029","1,72",,,,,,,,,,,,,
"1666701855,039","1,72",,,,,,,,,,,,,
"1666701855,049","1,72",,,,,,,,,,,,,
"1666701855,059","1,72",,,,,,,,,,,,,
"1666701855,068","1,72","6,15",,,,,,,,,,,,
"1666701855,071",,,"1,72","1,72",,,,,,,,,,
"1666701855,079","1,72",,,,,,,,,,,,,
"1666701855,089","1,71",,,,,,,,,,,,,
"1666701855,099","1,72",,,,,,,,,,,,,
"1666701855,109","1,72",,,,,,,,,,,,,
"1666701855,119","1,72",,,,,,,,,,,,,
"1666701855,128","1,72","6,15",,,,,,,,,,,,
"1666701855,131",,,"1,72","1,72",,,,,,,,,,
"1666701855,134",,,,,"1,72",,,,,,,,,
"1666701855,139","1,72",,,,,,,,,,,,,
"1666701855,149","1,72",,,,,,,,,,,,,
"1666701855,159","1,72",,,,,,,,,,,,,
"1666701855,169","1,72",,,,,,,,,,,,,
"1666701855,179","1,72",,,,,,,,,,,,,
"1666701855,188","1,72","6,15",,,,,,,,,,,,
"1666701855,191",,,"1,72","1,72",,,,,,,,,,
"1666701855,194",,,,,"1,72",,,,,,,,,
"1666701855,199","1,72",,,,,,,,,,,,,
"1666701855,209","1,72",,,,,,,,,,,,,
"1666701855,219","1,72",,,,,,,,,,,,,
"1666701855,229","1,72",,,,,,,,,,,,,
"1666701855,239","1,72",,,,,,,,,,,,,
"1666701855,248","1,72","6,16",,,,,,,,,,,,
"1666701855,251",,,"1,72","1,72",,,,,,,,,,
"1666701855,254",,,,,"1,72",,,,,,,,,
"1666701855,263",,,,,,"4,16",,,,,,,,
"1666701855,269","1,72",,,,,,,,,,,,,
"1666701855,279","1,72",,,,,,,,,,,,,
"1666701855,289","1,72",,,,,,,,,,,,,
"1666701855,299","1,72",,,,,,,,,,,,,
"1666701855,309","1,72",,,,,,,,,,,,,
"1666701855,318","1,72","6,16",,,,,,,,,,,,
"1666701855,32",,,"1,72","1,72",,,,,,,,,,
"1666701855,324",,,,,"1,72",,,,,,,,,
"1666701855,329","1,72",,,,,,,,,,,,,
"1666701855,339","1,72",,,,,,,,,,,,,
"1666701855,349","1,72",,,,,,,,,,,,,
"1666701855,359","1,72",,,,,,,,,,,,,
"1666701855,369","1,72",,,,,,,,,,,,,
"1666701855,378","1,72","6,17",,,,,,,,,,,,
"1666701855,381",,,"1,72","1,72",,,,,,,,,,
"1666701855,384",,,,,"1,72",,,,,,,,,
"1666701855,389","1,72",,,,,,,,,,,,,
"1666701855,399","1,72",,,,,,,,,,,,,
"1666701855,409","1,72",,,,,,,,,,,,,
"1666701855,419","1,72",,,,,,,,,,,,,
"1666701855,429","1,72",,,,,,,,,,,,,
