timestamp(ms),RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,StprPos,mGyA,RawGA,RwGyA,SmRCA,SmyA,awGyA,SmRrC,
"1666701855,438","1,72","6,17",,,,,,,,,,,,
"1666701855,441",,,"1,72","1,72",,,,,,,,,,
"1666701855,444",,,,,"1,72",,,,,,,,,
"1666701855,449","1,72",,,,,,,,,,,,,
"1666701855,459","1,72",,,,,,,,,,,,,
"1666701855,469","1,72",,,,,,,,,,,,,
"1666701855,479","1,72",,,,,,,,,,,,,
"1666701855,489","1,72",,,,,,,,,,,,,
"1666701855,498","1,72","6,17",,,,,,,,,,,,
"1666701855,501",,,"1,72","1,72",,,,,,,,,,
"1666701855,504",,,,,"1,72",,,,,,,,,
"1666701855,509","1,72",,,,,,,,,,,,,
"1666701855,519","1,72",,,,,,,,,,,,,
"1666701855,529","1,71",,,,,,,,,,,,,
"1666701855,539","1,71",,,,,,,,,,,,,
"1666701855,549","1,71",,,,,,,,,,,,,
"1666701855,557","1,71","6,18",,,,,,,,,,,,
"1666701855,56",,,"1,71","1,72",,,,,,,,,,
"1666701855,564",,,,,"1,72",,,,,,,,,
"1666701855,569","1,71",,,,,,,,,,,,,
"1666701855,579","1,71",,,,,,,,,,,,,
"1666701855,589","1,71",,,,,,,,,,,,,
"1666701855,599","1,71",,,,,,,,,,,,,
"1666701855,609","1,71",,,,,,,,,,,,,
"1666701855,618","1,71","6,18",,,,,,,,,,,,
"1666701855,621",,,"1,71","1,71",,,,,,,,,,
"1666701855,624",,,,,"1,72",,,,,,,,,
"1666701855,629","1,71",,,,,,,,,,,,,
"1666701855,639","1,71",,,,,,,,,,,,,
"1666701855,649","1,71",,,,,,,,,,,,,
"1666701855,659","1,71",,,,,,,,,,,,,
"1666701855,669","1,71",,,,,,,,,,,,,
"1666701855,678","1,71","6,18",,,,,,,,,,,,
"1666701855,68",,,"1,71","1,71",,,,,,,,,,
"1666701855,684",,,,,"1,72",,,,,,,,,
"1666701855,689","1,71",,,,,,,,,,,,,
"1666701855,699","1,71",,,,,,,,,,,,,
"1666701855,709","1,71",,,,,,,,,,,,,
"1666701855,719","1,71",,,,,,,,,,,,,
"1666701855,729","1,71",,,,,,,,,,,,,
"1666701855,738","1,71","6,18",,,,,,,,,,,,
"1666701855,74",,,"1,71","1,71",,,,,,,,,,
"1666701855,744",,,,,"1,72",,,,,,,,,
"1666701855,749","1,71",,,,,,,,,,,,,
"1666701855,759","1,71",,,,,,,,,,,,,
"1666701855,769","1,71",,,,,,,,,,,,,
"1666701855,779","1,71",,,,,,,,,,,,,
"1666701855,789","1,71",,,,,,,,,,,,,
"1666701855,798","1,71","6,19",,,,,,,,,,,,
"1666701855,8",,,"1,71","1,71",,,,,,,,,,
"1666701855,804",,,,,"1,72",,,,,,,,,
"1666701855,809","1,71",,,,,,,,,,,,,
"1666701855,819","1,71",,,,,,,,,,,,,
"1666701855,829","1,71",,,,,,,,,,,,,
"1666701855,839","1,71",,,,,,,,,,,,,
"1666701855,849","1,71",,,,,,,,,,,,,
"1666701855,857","1,71",,,,,,,,,,,,,
"1666701855,858",,"6,19",,,,,,,,,,,,
"1666701855,86",,,"1,71","1,71",,,,,,,,,,
"1666701855,864",,,,,"1,72",,,,,,,,,
"1666701855,869","1,71",,,,,,,,,,,,,
"1666701855,879","1,71",,,,,,,,,,,,,
"1666701855,889","1,71",,,,,,,,,,,,,
"1666701855,899","1,71",,,,,,,,,,,,,
"1666701855,909","1,71",,,,,,,,,,,,,
"1666701855,918","1,71","6,19",,,,,,,,,,,,
"1666701855,92",,,"1,71","1,71",,,,,,,,,,
"1666701855,924",,,,,"1,72",,,,,,,,,
"1666701855,929","1,71",,,,,,,,,,,,,
"1666701855,939","1,71",,,,,,,,,,,,,
"1666701855,949","1,71",,,,,,,,,,,,,
"1666701855,959","1,71",,,,,,,,,,,,,
"1666701855,969","1,71",,,,,,,,,,,,,
"1666701855,977","1,71","6,2",,,,,,,,,,,,
"1666701855,98",,,"1,71","1,71",,,,,,,,,,
"1666701855,983",,,,,"1,72",,,,,,,,,
"1666701855,992",,,,,,"4,22",,,,,,,,
"1666701855,999","1,71",,,,,,,,,,,,,
"1666701856,009","1,71",,,,,,,,,,,,,
"1666701856,019","1,71",,,,,,,,,,,,,
"1666701856,029","1,71",,,,,,,,,,,,,
"1666701856,039","1,71",,,,,,,,,,,,,
"1666701856,047","1,71","6,2",,,,,,,,,,,,
"1666701856,05",,,"1,71","1,71",,,,,,,,,,
"1666701856,054",,,,,"1,72",,,,,,,,,
"1666701856,059","1,71",,,,,,,,,,,,,
"1666701856,069","1,71",,,,,,,,,,,,,
"1666701856,079","1,71",,,,,,,,,,,,,
"1666701856,089","1,71",,,,,,,,,,,,,
"1666701856,099","1,71",,,,,,,,,,,,,
"1666701856,107","1,71",,,,,,,,,,,,,
"1666701856,108",,"6,2",,,,,,,,,,,,
"1666701856,11",,,"1,71","1,71",,,,,,,,,,
"1666701856,114",,,,,"1,72",,,,,,,,,
"1666701856,118","1,71",,,,,,,,,,,,,
"1666701856,138","1,71",,,,,,,,,,,,,
"1666701856,149","1,71",,,,,,,,,,,,,
"1666701856,159","1,71",,,,,,,,,,,,,
"1666701856,167","1,71","6,2",,,,,,,,,,,,
"1666701856,17",,,"1,71","1,71",,,,,,,,,,
"1666701856,174",,,,,"1,72",,,,,,,,,
"1666701856,178","1,71",,,,,,,,,,,,,
"1666701856,189","1,71",,,,,,,,,,,,,
"1666701856,199","1,71",,,,,,,,,,,,,
"1666701856,209","1,71",,,,,,,,,,,,,
"1666701856,219","1,71",,,,,,,,,,,,,
"1666701856,227","1,72","6,21",,,,,,,,,,,,
"1666701856,23",,,"1,72","1,71",,,,,,,,,,
"1666701856,233",,,,,"1,72",,,,,,,,,
"1666701856,238","1,72",,,,,,,,,,,,,
"1666701856,248","1,72",,,,,,,,,,,,,
"1666701856,259","1,72",,,,,,,,,,,,,
"1666701856,269","1,71",,,,,,,,,,,,,
"1666701856,279","1,71",,,,,,,,,,,,,
"1666701856,287","1,71","6,21",,,,,,,,,,,,
"1666701856,29",,,"1,71","1,71",,,,,,,,,,
"1666701856,293",,,,,"1,72",,,,,,,,,
"1666701856,299","1,71",,,,,,,,,,,,,
"1666701856,309","1,71",,,,,,,,,,,,,
"1666701856,319","1,71",,,,,,,,,,,,,
"1666701856,328","1,71",,,,,,,,,,,,,
"1666701856,338","1,71",,,,,,,,,,,,,
"1666701856,347","1,71","6,21",,,,,,,,,,,,
"1666701856,35",,,"1,71","1,71",,,,,,,,,,
"1666701856,353",,,,,"1,72",,,,,,,,,
"1666701856,358","1,71",,,,,,,,,,,,,
"1666701856,369","1,71",,,,,,,,,,,,,
"1666701856,378","1,72",,,,,,,,,,,,,
"1666701856,388","1,72",,,,,,,,,,,,,
"1666701856,398","1,72",,,,,,,,,,,,,
"1666701856,407","1,72","6,21",,,,,,,,,,,,
"1666701856,41",,,"1,72","1,71",,,,,,,,,,
"1666701856,413",,,,,"1,72",,,,,,,,,
"1666701856,418","1,72",,,,,,,,,,,,,
"1666701856,429","1,72",,,,,,,,,,,,,
"1666701856,439","1,72",,,,,,,,,,,,,
"1666701856,448","1,72",,,,,,,,,,,,,
"1666701856,458","1,72",,,,,,,,,,,,,
"1666701856,467","1,72","6,21",,,,,,,,,,,,
"1666701856,47",,,"1,72","1,72",,,,,,,,,,
"1666701856,473",,,,,"1,72",,,,,,,,,
"1666701856,478","1,72",,,,,,,,,,,,,
"1666701856,488","1,72",,,,,,,,,,,,,
"1666701856,498","1,72",,,,,,,,,,,,,
"1666701856,509","1,72",,,,,,,,,,,,,
"1666701856,519","1,72",,,,,,,,,,,,,
"1666701856,527","1,72",,,,,,,,,,,,"6,22",
"1666701856,53",,,"1,72","1,72",,,,,,,,,,
"1666701856,533",,,,,"1,72",,,,,,,,,
"1666701856,542",,,,,,"4,27",,,,,,,,
"1666701856,549","1,72",,,,,,,,,,,,,
"1666701856,558","1,72",,,,,,,,,,,,,
"1666701856,568","1,72",,,,,,,,,,,,,
"1666701856,578","1,72",,,,,,,,,,,,,
"1666701856,588","1,72",,,,,,,,,,,,,
"1666701856,597","1,72","6,22",,,,,,,,,,,,
"1666701856,6",,,"1,72","1,72",,,,,,,,,,
"1666701856,603",,,,,"1,72",,,,,,,,,
"1666701856,608","1,72",,,,,,,,,,,,,
"1666701856,618","1,72",,,,,,,,,,,,,
"1666701856,628","1,72",,,,,,,,,,,,,
"1666701856,638","1,72",,,,,,,,,,,,,
"1666701856,648","1,72",,,,,,,,,,,,,
"1666701856,657","1,72","6,22",,,,,,,,,,,,
"1666701856,66",,,"1,72","1,72",,,,,,,,,,
"1666701856,663",,,,,"1,72",,,,,,,,,
"1666701856,668","1,72",,,,,,,,,,,,,
"1666701856,679","1,72",,,,,,,,,,,,,
"1666701856,689","1,72",,,,,,,,,,,,,
"1666701856,699","1,72",,,,,,,,,,,,,
"1666701856,708","1,72",,,,,,,,,,,,,
"1666701856,717","1,72","6,22",,,,,,,,,,,,
"1666701856,72",,,"1,72","1,72",,,,,,,,,,
"1666701856,723",,,,,"1,72",,,,,,,,,
"1666701856,728","1,72",,,,,,,,,,,,,
"1666701856,738","1,72",,,,,,,,,,,,,
"1666701856,748","1,72",,,,,,,,,,,,,
"1666701856,759","1,72",,,,,,,,,,,,,
"1666701856,769","1,72",,,,,,,,,,,,,
"1666701856,777","1,72","6,22",,,,,,,,,,,,
"1666701856,78",,,"1,72","1,72",,,,,,,,,,
"1666701856,783",,,,,"1,72",,,,,,,,,
"1666701856,789","1,72",,,,,,,,,,,,,
"1666701856,798","1,72",,,,,,,,,,,,,
"1666701856,808","1,72",,,,,,,,,,,,,
"1666701856,818","1,72",,,,,,,,,,,,,
"1666701856,829","1,72",,,,,,,,,,,,,
"1666701856,837","1,72","6,23",,,,,,,,,,,,
"1666701856,84",,,"1,72","1,72",,,,,,,,,,
"1666701856,843",,,,,"1,72",,,,,,,,,
"1666701856,848","1,72",,,,,,,,,,,,,
"1666701856,858","1,72",,,,,,,,,,,,,
"1666701856,868","1,72",,,,,,,,,,,,,
"1666701856,878","1,72",,,,,,,,,,,,,
"1666701856,888","1,72",,,,,,,,,,,,,
"1666701856,897","1,72","6,23",,,,,,,,,,,,
"1666701856,9",,,"1,72","1,72",,,,,,,,,,
"1666701856,903",,,,,"1,72",,,,,,,,,
"1666701856,908","1,72",,,,,,,,,,,,,
"1666701856,918","1,72",,,,,,,,,,,,,
"1666701856,928","1,72",,,,,,,,,,,,,
"1666701856,938","1,72",,,,,,,,,,,,,
"1666701856,948","1,73",,,,,,,,,,,,,
"1666701856,957","1,73","6,23",,,,,,,,,,,,
"1666701856,96",,,"1,73","1,72",,,,,,,,,,
"1666701856,963",,,,,"1,72",,,,,,,,,
"1666701856,968","1,73",,,,,,,,,,,,,
"1666701856,978","1,73",,,,,,,,,,,,,
"1666701856,988","1,73",,,,,,,,,,,,,
"1666701856,998","1,73",,,,,,,,,,,,,
"1666701857,009","1,73",,,,,,,,,,,,,
"1666701857,017","1,73","6,23",,,,,,,,,,,,
"1666701857,02",,,"1,73","1,73",,,,,,,,,,
"1666701857,023",,,,,"1,72",,,,,,,,,
"1666701857,028","1,73",,,,,,,,,,,,,
"1666701857,038","1,73",,,,,,,,,,,,,
"1666701857,048","1,73",,,,,,,,,,,,,
"1666701857,058","1,73",,,,,,,,,,,,,
"1666701857,068","1,73",,,,,,,,,,,,,
"1666701857,077","1,73","6,23",,,,,,,,,,,,
"1666701857,08",,,"1,73","1,73",,,,,,,,,,
"1666701857,083",,,,,"1,72",,,,,,,,,
"1666701857,088","1,73",,,,,,,,,,,,,
"1666701857,098","1,73",,,,,,,,,,,,,
"1666701857,108","1,73",,,,,,,,,,,,,
"1666701857,118","1,73",,,,,,,,,,,,,
"1666701857,128","1,73",,,,,,,,,,,,,
"1666701857,137","1,73","6,23",,,,,,,,,,,,
"1666701857,14",,,"1,73","1,73",,,,,,,,,,
"1666701857,143",,,,,"1,72",,,,,,,,,
"1666701857,148","1,73",,,,,,,,,,,,,
"1666701857,158","1,73",,,,,,,,,,,,,
"1666701857,168","1,73",,,,,,,,,,,,,
"1666701857,178","1,73",,,,,,,,,,,,,
"1666701857,188","1,73",,,,,,,,,,,,,
"1666701857,197","1,72","6,24",,,,,,,,,,,,
"1666701857,2",,,"1,72","1,73",,,,,,,,,,
"1666701857,203",,,,,"1,72",,,,,,,,,
"1666701857,208","1,72",,,,,,,,,,,,,
"1666701857,218","1,72",,,,,,,,,,,,,
"1666701857,228","1,72",,,,,,,,,,,,,
"1666701857,238","1,72",,,,,,,,,,,,,
"1666701857,248","1,72",,,,,,,,,,,,,
"1666701857,257","1,72","6,24",,,,,,,,,,,,
"1666701857,26",,,"1,72","1,72",,,,,,,,,,
"1666701857,263",,,,,"1,72",,,,,,,,,
"1666701857,268","1,72",,,,,,,,,,,,,
"1666701857,278","1,72",,,,,,,,,,,,,
"1666701857,288","1,72",,,,,,,,,,,,,
"1666701857,298","1,72",,,,,,,,,,,,,
"1666701857,308","1,72",,,,,,,,,,,,,
"1666701857,317","1,72","6,24",,,,,,,,,,,,
"1666701857,32",,,"1,72","1,72",,,,,,,,,,
"1666701857,323",,,,,"1,72",,,,,,,,,
"1666701857,328","1,72",,,,,,,,,,,,,
"1666701857,338","1,72",,,,,,,,,,,,,
"1666701857,348","1,72",,,,,,,,,,,,,
"1666701857,358","1,72",,,,,,,,,,,,,
"1666701857,368","1,72",,,,,,,,,,,,,
"1666701857,377","1,72","6,24",,,,,,,,,,,,
"1666701857,38",,,"1,72","1,72",,,,,,,,,,
"1666701857,383",,,,,"1,72",,,,,,,,,
"1666701857,388","1,72",,,,,,,,,,,,,
"1666701857,398","1,72",,,,,,,,,,,,,
"1666701857,408","1,72",,,,,,,,,,,,,
"1666701857,418","1,72",,,,,,,,,,,,,
"1666701857,428","1,72",,,,,,,,,,,,,
"1666701857,437","1,72","6,24",,,,,,,,,,,,
"1666701857,44",,,"1,72","1,72",,,,,,,,,,
"1666701857,443",,,,,"1,72",,,,,,,,,
"1666701857,448","1,72",,,,,,,,,,,,,
"1666701857,458","1,72",,,,,,,,,,,,,
"1666701857,468","1,72",,,,,,,,,,,,,
"1666701857,478","1,73",,,,,,,,,,,,,
"1666701857,488","1,73",,,,,,,,,,,,,
"1666701857,497","1,72","6,24",,,,,,,,,,,,
"1666701857,499",,,"1,72","1,72",,,,,,,,,,
"1666701857,503",,,,,"1,72",,,,,,,,,
"1666701857,508","1,72",,,,,,,,,,,,,
"1666701857,518","1,72",,,,,,,,,,,,,
"1666701857,528","1,72",,,,,,,,,,,,,
"1666701857,538","1,72",,,,,,,,,,,,,
"1666701857,548","1,72",,,,,,,,,,,,,
"1666701857,557","1,72","6,24",,,,,,,,,,,,
"1666701857,559",,,"1,72",,,,,,,,,,,
"1666701857,56",,,,"1,72",,,,,,,,,,
"1666701857,563",,,,,"1,72",,,,,,,,,
"1666701857,568","1,72",,,,,,,,,,,,,
"1666701857,578","1,72",,,,,,,,,,,,,
"1666701857,588","1,72",,,,,,,,,,,,,
"1666701857,598","1,72",,,,,,,,,,,,,
"1666701857,608","1,72",,,,,,,,,,,,,
"1666701857,617","1,72","6,25",,,,,,,,,,,,
"1666701857,62",,,"1,72","1,72",,,,,,,,,,
"1666701857,623",,,,,"1,72",,,,,,,,,
"1666701857,628","1,72",,,,,,,,,,,,,
"1666701857,638","1,72",,,,,,,,,,,,,
"1666701857,648","1,72",,,,,,,,,,,,,
"1666701857,658","1,72",,,,,,,,,,,,,
"1666701857,668","1,72",,,,,,,,,,,,,
"1666701857,677","1,72","6,25",,,,,,,,,,,,
"1666701857,679",,,"1,72","1,72",,,,,,,,,,
"1666701857,683",,,,,"1,72",,,,,,,,,
"1666701857,691",,,,,,"4,32",,,,,,,,
"1666701857,698","1,72",,,,,,,,,,,,,
"1666701857,708","1,72",,,,,,,,,,,,,
"1666701857,718","1,72",,,,,,,,,,,,,
"1666701857,728","1,72",,,,,,,,,,,,,
"1666701857,738","1,72",,,,,,,,,,,,,
"1666701857,747","1,72","6,25",,,,,,,,,,,,
"1666701857,749",,,"1,72","1,72",,,,,,,,,,
"1666701857,753",,,,,"1,72",,,,,,,,,
"1666701857,758","1,72",,,,,,,,,,,,,
"1666701857,768","1,72",,,,,,,,,,,,,
"1666701857,778","1,72",,,,,,,,,,,,,
"1666701857,788","1,72",,,,,,,,,,,,,
"1666701857,798","1,72",,,,,,,,,,,,,
"1666701857,807","1,72","6,25",,,,,,,,,,,,
"1666701857,809",,,"1,72","1,72",,,,,,,,,,
"1666701857,813",,,,,"1,72",,,,,,,,,
"1666701857,818","1,72",,,,,,,,,,,,,
"1666701857,828","1,72",,,,,,,,,,,,,
"1666701857,838","1,72",,,,,,,,,,,,,
"1666701857,848","1,72",,,,,,,,,,,,,
"1666701857,858","1,72",,,,,,,,,,,,,
"1666701857,867","1,72","6,25",,,,,,,,,,,,
"1666701857,869",,,"1,72","1,72",,,,,,,,,,
"1666701857,873",,,,,"1,72",,,,,,,,,
"1666701857,878","1,72",,,,,,,,,,,,,
"1666701857,888","1,72",,,,,,,,,,,,,
"1666701857,898","1,72",,,,,,,,,,,,,
"1666701857,908","1,73",,,,,,,,,,,,,
"1666701857,918","1,73",,,,,,,,,,,,,
"1666701857,927","1,73","6,25",,,,,,,,,,,,
"1666701857,929",,,"1,73","1,73",,,,,,,,,,
"1666701857,933",,,,,"1,72",,,,,,,,,
"1666701857,938","1,73",,,,,,,,,,,,,
"1666701857,948","1,73",,,,,,,,,,,,,
"1666701857,958","1,73",,,,,,,,,,,,,
"1666701857,968","1,73",,,,,,,,,,,,,
"1666701857,978","1,73",,,,,,,,,,,,,
"1666701857,987","1,73","6,25",,,,,,,,,,,,
"1666701857,989",,,"1,73","1,73",,,,,,,,,,
"1666701857,993",,,,,"1,72",,,,,,,,,
"1666701857,998","1,72",,,,,,,,,,,,,
"1666701858,008","1,72",,,,,,,,,,,,,
"1666701858,018","1,72",,,,,,,,,,,,,
"1666701858,028","1,73",,,,,,,,,,,,,
"1666701858,037","1,73",,,,,,,,,,,,,
"1666701858,047","1,73","6,25",,,,,,,,,,,,
"1666701858,049",,,"1,73","1,73",,,,,,,,,,
"1666701858,053",,,,,"1,72",,,,,,,,,
"1666701858,057","1,73",,,,,,,,,,,,,
"1666701858,068","1,73",,,,,,,,,,,,,
"1666701858,078","1,73",,,,,,,,,,,,,
"1666701858,088","1,73",,,,,,,,,,,,,
"1666701858,098","1,73",,,,,,,,,,,,,
"1666701858,106","1,72",,,,,,,,,,,,,
"1666701858,107",,"6,25",,,,,,,,,,,,
"1666701858,109",,,"1,72","1,73",,,,,,,,,,
"1666701858,113",,,,,"1,72",,,,,,,,,
"1666701858,118","1,72",,,,,,,,,,,,,
"1666701858,128","1,73",,,,,,,,,,,,,
"1666701858,137","1,73",,,,,,,,,,,,,
"1666701858,148","1,72",,,,,,,,,,,,,
"1666701858,157","1,73",,,,,,,,,,,,,
"1666701858,166","1,73",,,,,,,,,,,,,
"1666701858,167",,"6,25",,,,,,,,,,,,
"1666701858,169",,,"1,73","1,73",,,,,,,,,,
"1666701858,173",,,,,"1,72",,,,,,,,,
"1666701858,177","1,73",,,,,,,,,,,,,
"1666701858,188","1,73",,,,,,,,,,,,,
"1666701858,198","1,73",,,,,,,,,,,,,
"1666701858,208","1,73",,,,,,,,,,,,,
"1666701858,217","1,73",,,,,,,,,,,,,
"1666701858,227","1,73","6,26",,,,,,,,,,,,
"1666701858,229",,,"1,73","1,73",,,,,,,,,,
"1666701858,233",,,,,"1,72",,,,,,,,,
"1666701858,237","1,73",,,,,,,,,,,,,
"1666701858,248","1,73",,,,,,,,,,,,,
"1666701858,257","1,73",,,,,,,,,,,,,
"1666701858,268","1,73",,,,,,,,,,,,,
"1666701858,278","1,73",,,,,,,,,,,,,
"1666701858,286","1,73","6,26",,,,,,,,,,,,
"1666701858,289",,,"1,73","1,73",,,,,,,,,,
"1666701858,292",,,,,"1,72",,,,,,,,,
"1666701858,298","1,73",,,,,,,,,,,,,
"1666701858,307","1,73",,,,,,,,,,,,,
"1666701858,318","1,73",,,,,,,,,,,,,
"1666701858,328","1,73",,,,,,,,,,,,,
"1666701858,337","1,73",,,,,,,,,,,,,
"1666701858,346","1,73","6,26",,,,,,,,,,,,
"1666701858,349",,,"1,73","1,73",,,,,,,,,,
"1666701858,353",,,,,"1,72",,,,,,,,,
"1666701858,358","1,73",,,,,,,,,,,,,
"1666701858,368","1,73",,,,,,,,,,,,,
"1666701858,378","1,73",,,,,,,,,,,,,
"1666701858,388","1,73",,,,,,,,,,,,,
"1666701858,398","1,73",,,,,,,,,,,,,
"1666701858,406","1,73","6,26",,,,,,,,,,,,
"1666701858,409",,,"1,73","1,73",,,,,,,,,,
"1666701858,412",,,,,"1,72",,,,,,,,,
"1666701858,418","1,73",,,,,,,,,,,,,
"1666701858,427","1,73",,,,,,,,,,,,,
"1666701858,437","1,73",,,,,,,,,,,,,
"1666701858,447","1,73",,,,,,,,,,,,,
"1666701858,457","1,73",,,,,,,,,,,,,
"1666701858,466","1,73","6,26",,,,,,,,,,,,
"1666701858,469",,,"1,73","1,73",,,,,,,,,,
"1666701858,472",,,,,"1,72",,,,,,,,,
"1666701858,477","1,73",,,,,,,,,,,,,
"1666701858,488","1,73",,,,,,,,,,,,,
"1666701858,497","1,73",,,,,,,,,,,,,
"1666701858,507","1,73",,,,,,,,,,,,,
"1666701858,517","1,73",,,,,,,,,,,,,
"1666701858,526","1,73","6,26",,,,,,,,,,,,
"1666701858,529",,,"1,73","1,73",,,,,,,,,,
"1666701858,532",,,,,"1,72",,,,,,,,,
"1666701858,537","1,73",,,,,,,,,,,,,
"1666701858,547","1,73",,,,,,,,,,,,,
"1666701858,558","1,73",,,,,,,,,,,,,
"1666701858,568","1,73",,,,,,,,,,,,,
"1666701858,577","1,73",,,,,,,,,,,,,
"1666701858,586","1,73","6,26",,,,,,,,,,,,
"1666701858,589",,,"1,73","1,73",,,,,,,,,,
"1666701858,592",,,,,"1,72",,,,,,,,,
"1666701858,597","1,73",,,,,,,,,,,,,
"1666701858,607","1,73",,,,,,,,,,,,,
"1666701858,618","1,73",,,,,,,,,,,,,
"1666701858,627","1,73",,,,,,,,,,,,,
"1666701858,637","1,73",,,,,,,,,,,,,
"1666701858,646","1,73","6,26",,,,,,,,,,,,
"1666701858,649",,,"1,73","1,73",,,,,,,,,,
"1666701858,652",,,,,"1,72",,,,,,,,,
"1666701858,657","1,73",,,,,,,,,,,,,
"1666701858,668","1,73",,,,,,,,,,,,,
"1666701858,677","1,73",,,,,,,,,,,,,
"1666701858,688","1,73",,,,,,,,,,,,,
"1666701858,698","1,73",,,,,,,,,,,,,
"1666701858,706","1,73","6,26",,,,,,,,,,,,
"1666701858,709",,,"1,73","1,73",,,,,,,,,,
"1666701858,713",,,,,"1,72",,,,,,,,,
"1666701858,717","1,73",,,,,,,,,,,,,
"1666701858,727","1,73",,,,,,,,,,,,,
"1666701858,737","1,73",,,,,,,,,,,,,
"1666701858,747","1,73",,,,,,,,,,,,,
"1666701858,757","1,73",,,,,,,,,,,,,
"1666701858,766","1,73","6,26",,,,,,,,,,,,
"1666701858,769",,,"1,73","1,73",,,,,,,,,,
"1666701858,772",,,,,"1,72",,,,,,,,,
"1666701858,777","1,73",,,,,,,,,,,,,
"1666701858,787","1,73",,,,,,,,,,,,,
"1666701858,798","1,73",,,,,,,,,,,,,
"1666701858,807","1,73",,,,,,,,,,,,,
"1666701858,818","1,73",,,,,,,,,,,,,
"1666701858,826","1,73","6,26",,,,,,,,,,,,
"1666701858,829",,,"1,73","1,73",,,,,,,,,,
"1666701858,832",,,,,"1,72",,,,,,,,,
"1666701858,837","1,73",,,,,,,,,,,,,
"1666701858,847","1,73",,,,,,,,,,,,,
"1666701858,857","1,73",,,,,,,,,,,,,
"1666701858,867","1,73",,,,,,,,,,,,,
"1666701858,877","1,73",,,,,,,,,,,,,
"1666701858,886","1,73","6,26",,,,,,,,,,,,
"1666701858,889",,,"1,73","1,73",,,,,,,,,,
"1666701858,892",,,,,"1,72",,,,,,,,,
"1666701858,897","1,73",,,,,,,,,,,,,
"1666701858,908","1,73",,,,,,,,,,,,,
"1666701858,917","1,73",,,,,,,,,,,,,
"1666701858,927","1,73",,,,,,,,,,,,,
"1666701858,937","1,73",,,,,,,,,,,,,
"1666701858,946","1,73",,,,,,,,,,,,,
"1666701858,947",,"6,26",,,,,,,,,,,,
"1666701858,949",,,"1,73","1,73",,,,,,,,,,
"1666701858,953",,,,,"1,72",,,,,,,,,
"1666701858,957","1,7",,,,,,,,,,,,,
"1666701858,967","1,73",,,,,,,,,,,,,
"1666701858,977","1,73",,,,,,,,,,,,,
"1666701858,987","1,73",,,,,,,,,,,,,
"1666701858,997","1,73",,,,,,,,,,,,,
"1666701859,006","1,73","6,26",,,,,,,,,,,,
"1666701859,009",,,"1,73","1,73",,,,,,,,,,
"1666701859,012",,,,,"1,72",,,,,,,,,
"1666701859,017","173",,,,,,,,,,,,,
"1666701859,027","1,73",,,,,,,,,,,,,
"1666701859,037","1,73",,,,,,,,,,,,,
"1666701859,047","1,73",,,,,,,,,,,,,
"1666701859,057","1,73",,,,,,,,,,,,,
"1666701859,066","1,73",,,,,,,,,,,,,
"1666701859,069",,,"1,73","1,73",,,,,,,,,,
"1666701859,072",,,,,"1,73",,,,,,,,,
"1666701859,077","1,73",,,,,,,,,,,,,
"1666701859,087","1,73",,,,,,,,,,,,,
"1666701859,098","1,73",,,,,,,,,,,,,
"1666701859,107","1,73",,,,,,,,,,,,,
"1666701859,117","1,73",,,,,,,,,,,,,
"1666701859,126","1,73","6,27",,,,,,,,,,,,
"1666701859,129",,,"1,73","1,73",,,,,,,,,,
"1666701859,132",,,,,"1,73",,,,,,,,,
"1666701859,137","1,73",,,,,,,,,,,,,
"1666701859,147","1,73",,,,,,,,,,,,,
"1666701859,157","1,73",,,,,,,,,,,,,
"1666701859,167","1,7",,,,,,,,,,,,,
"1666701859,177","1,73",,,,,,,,,,,,,
"1666701859,186","1,73","6,27",,,,,,,,,,,,
"1666701859,189",,,"1,73","1,73",,,,,,,,,,
"1666701859,192",,,,,"1,73",,,,,,,,,
"1666701859,197","1,73",,,,,,,,,,,,,
"1666701859,207","1,73",,,,,,,,,,,,,
"1666701859,217","173",,,,,,,,,,,,,
"1666701859,227","1,73",,,,,,,,,,,,,
"1666701859,237","1,73",,,,,,,,,,,,,
"1666701859,246","1,73","6,27",,,,,,,,,,,,
"1666701859,249",,,"1,73","1,73",,,,,,,,,,
"1666701859,252",,,,,"1,73",,,,,,,,,
"1666701859,257","1,73",,,,,,,,,,,,,
"1666701859,267","1,73",,,,,,,,,,,,,
"1666701859,277","1,73",,,,,,,,,,,,,
"1666701859,287","1,73",,,,,,,,,,,,,
"1666701859,297","1,73",,,,,,,,,,,,,
"1666701859,306","1,74","6,27",,,,,,,,,,,,
"1666701859,309",,,"1,74","1,73",,,,,,,,,,
"1666701859,312",,,,,"1,73",,,,,,,,,
"1666701859,317","1,74",,,,,,,,,,,,,
"1666701859,327","1,73",,,,,,,,,,,,,
"1666701859,337","1,73",,,,,,,,,,,,,
"1666701859,347","1,73",,,,,,,,,,,,,
"1666701859,357","1,73",,,,,,,,,,,,,
"1666701859,366","1,73","6,27",,,,,,,,,,,,
"1666701859,369",,,"1,73","1,73",,,,,,,,,,
"1666701859,372",,,,,"1,73",,,,,,,,,
"1666701859,377","1,73",,,,,,,,,,,,,
"1666701859,387","1,73",,,,,,,,,,,,,
"1666701859,397","1,73",,,,,,,,,,,,,
"1666701859,407","1,73",,,,,,,,,,,,,
"1666701859,417","1,73",,,,,,,,,,,,,
