timestamp(ms),StprPos,RawGyA,SmRrCA,CrntGyASlow,SmGyA,FlGyA,CrntGyASlw,RawyA,CrnGyASlow,RwGyA,awGyA,RaGyA,mGyA,RawGA,RawGy,CrntyASlow,CrntGyASlo,mRrCA,FGyA,CrntGyAlow,SmRrA,SmRCA,StprPo,CrtGyASlow,CntGyASlow,Stpros,FlGA,SRrCA,rntGyASlow,SmrCA,CrntGASlow,SmyA,FlyA,CrntGySlow,SmRrC,SGyA,CrntGyASow,SmGA,SmGy,FlGy,
"1666958158,356",,"1,52","5,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,359",,,,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,36",,,,,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,362",,,,,,"2,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,383","7,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,398",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,408",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,418",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,428",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,437",,"1,52","5,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,44",,,,"1,52","1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,443",,,,,,"2,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,459","7,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,468",,"1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,478",,"1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,488",,"1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,498",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,508",,"1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,516",,"1,51","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,519",,,,"1,51","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,522",,,,,,"2,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,536","7,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,548",,"1,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,558",,"1,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,568",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,578",,"1,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,586",,"1,48","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,589",,,,"1,48","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,593",,,,,,"2,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,598",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,607",,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,618",,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,628",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,638",,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,647",,"1,46","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,649",,,,"1,46","1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,653",,,,,,"2,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,664","7,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,678",,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,688",,"1,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,698",,"1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,708",,"1,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,717",,"1,48","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,719",,,,"1,48","1,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,723",,,,,,"2,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,728",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,738",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,748",,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,758",,"1,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,768",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,776",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,777",,,"5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,779",,,,"1,52","1,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,783",,,,,,"2,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,795","7,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,808",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,818",,"1,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,828",,"1,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,838",,"1,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,847",,"1,61","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,849",,,,"1,61","1,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,853",,,,,,"2,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,867","7,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,878",,"1,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,888",,"1,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,898",,"1,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,908",,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,918",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,927",,"1,7","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,929",,,,"1,7","1,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,933",,,,,,"2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,951","7,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,958",,"1,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,968",,"1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,978",,"1,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,987",,"1,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958158,998",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,007",,"1,77","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,01",,,,"1,77","1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,013",,,,,,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,031","7,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,038",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,048",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,058",,"1,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,068",,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,078",,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,087",,"1,83","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,089",,,,"1,83","1,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,093",,,,,,"2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,111","8,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,118",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,128",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,138",,"1,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,148",,"1,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,158",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,167",,"1,88","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,169",,,,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,17",,,,,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,173",,,,,,"2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,189","8,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,198",,"1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,208",,"1,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,218",,"1,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,228",,"1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,238",,"1,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,247",,"2,02","5,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,249",,,,"2,02","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,253",,,,,,"2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,272","8,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,288",,"2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,298",,"2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,308",,"2,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,318",,"2,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,327",,"2,24","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,329",,,,"2,24","2,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,332",,,,,,"2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,358","8,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,368",,"2,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,378",,"2,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,387",,"2,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,398",,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,408",,"2,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,417",,"2,43","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,419",,,,"2,43","2,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,423",,,,,,"2,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,454","8,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,468",,"2,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,478",,"2,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,488",,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,498",,"2,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,507",,"2,64","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,51",,,,"2,64","2,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,513",,,,,,"2,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,543","9,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,558",,"2,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,568",,"2,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,578",,"2,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,588",,"2,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,597",,"2,79","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,599",,,,"2,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,6",,,,,"2,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,603",,,,,,"2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,631","9,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,638",,"2,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,648",,"2,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,658",,"2,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,668",,"2,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,678",,"2,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,687",,"2,88","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,689",,,,"2,88","2,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,693",,,,,,"2,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,72","9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,728",,"2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,738",,"2,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,748",,"2,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,758",,"2,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,768",,"2,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,777",,"2,95","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,779",,,,"2,95","2,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,783",,,,,,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,803","9,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,818",,"2,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,828",,"2,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,838",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,848",,"3,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,857",,"3,02","5,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,859",,,,"3,02","2,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,863",,,,,,"2,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,879","9,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,888",,"3,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,898",,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,908",,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,918",,"3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,928",,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,937",,"3,14","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,939",,,,"3,14","2,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,943",,,,,,"2,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,962","10,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,977",,"46,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958159,998",,"3,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,008",,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,017",,"3,21","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,019",,,,"3,21","3,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,023",,,,,,"2,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,034","10,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,048",,"3,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,058",,"3,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,068",,"3,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,078",,"3,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,087",,"3,24","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,089",,,,"3,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,09",,,,,"3,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,093",,,,,,"2,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,107","10,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,118",,"3,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,128",,"3,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,138",,"3,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,148",,"3,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,157",,"3,26","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,159",,,,"3,26","3,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,163",,,,,,"2,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,172","10,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,178",,"3,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,188",,"3,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,198",,"3,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,208",,"3,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,218",,"3,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,227",,"3,35","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,23",,,,"3,35","3,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,233",,,,,,"2,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,242","10,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,248",,"3,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,258",,"3,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,268",,"3,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,278",,"3,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,288",,"3,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,297",,"3,4","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,299",,,,"3,4","3,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,303",,,,,,"2,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,312","10,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,32",,"3,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,323",,"3,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,338",,"3,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,348",,"3,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,358",,"3,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,367",,"3,45","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,369",,,,"3,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,37",,,,,"3,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,373",,,,,,"2,41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,378",,"3,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,388",,"3,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,398",,"3,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,408",,"3,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,418",,"3,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,427",,"3,48","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,429",,,,"3,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,43",,,,,"3,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,433",,,,,,"2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,444","10,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,459",,"3,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,468",,"3,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,478",,"3,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,488",,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,497",,"3,54","5,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,499",,,,"3,54","3,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,503",,,,,,"2,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,508",,"3,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,518",,"3,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,528",,"3,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,538",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,548",,"3,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,557",,"3,63","5,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,559",,,,"3,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,56",,,,,"3,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,563",,,,,,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1666958160,575","10,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
